name,lat,lon
Chis/Naturstation,47.3269057,8.7098618
Saatlenstrasse,47.4108811,8.5626681
Saatlenstrasse,47.4109,8.5639219
Niederweningen Bahnhof,47.5110812,8.3700506
Wolfzangen,47.5222452,8.6701249
Werdhölzli,47.3978575,8.4819638
Schloss,47.5110094,8.6983927
Lindenplatz,47.5106578,8.6945904
Oberfeld,47.5095962,8.7037303
Feldtal,47.5082165,8.7084178
Blumenau,47.5071075,8.7120109
Hinterwiesli,47.5056632,8.716454
Spyriplatz,47.3824452,8.5522203
Spyriplatz,47.3820782,8.5520356
Rekrutierungszentrum,47.2599031,8.842506
Mörsburgstrasse,47.5367335,8.7336688
Ifang,47.4102966,8.6057768
Ifang,47.4101046,8.6043281
Hörnligraben,47.4123797,8.6148633
Hörnligraben,47.4121185,8.6142705
Obere Wangenstrasse,47.4258091,8.6352618
Zürich Flughafen,47.4504199,8.563483
Zürich Flughafen,47.4498444,8.5635249
Kirchgasse,47.4527654,8.58488
Bussenhausen,47.3725477,8.7816697
Wilhof,47.3842204,8.7787459
Tüfi,47.3910452,8.7750799
Russikon Kirche,47.3967282,8.7729406
Platte,47.4003979,8.7695865
Widum,47.4346447,8.763504
Platte,47.3996133,8.7709234
Oberhof,47.4276672,8.766708
Theilingen Post,47.4220361,8.767975
Oberhof,47.4273203,8.7668749
Kollbrunn Bahnhof,47.4581441,8.7740422
Altenberg,47.3471418,8.420463
ETH Hönggerberg,47.4089176,8.5077072
Alterszentrum,47.5124448,8.5913875
Risi/Dow,47.2509348,8.617915
Lindenplatz,47.3986186,8.6204758
City Center,47.3969914,8.6164769
Memphis,47.4001728,8.6162254
Untere Risi,47.3598204,8.4468625
Dufourplatz,47.3405139,8.5724705
Egetswil Dorf,47.4718367,8.5824174
Hettlingen Föhrenstrasse,47.5487891,8.7138581
Glatt (Bus),47.4092424,8.5960291
Birmensdorf Bahnhof Süd,47.357146,8.4374725
Birmensdorf Bahnhof,47.3569588,8.4387069
Oetwil am See Zentrum,47.2700237,8.7211224
Oetwil am See Zentrum,47.2701278,8.7208703
"Oetwil am See, Holzhusen",47.2704445,8.7400398
"Grüningen, Adler",47.2762832,8.7561424
Grüningen Station,47.2813776,8.7601425
Im Haufland,47.2833989,8.7659777
"Grüningen, Im Haufland",47.283901,8.7663494
Ottikon Kreisel,47.2959806,8.7789662
Grünau,47.3080093,8.780359
Grüt Dorf,47.3111423,8.7824951
Lindenhof,47.3115808,8.7859849
Alpenblick,47.3142558,8.7941032
Alpenblick,47.31392,8.7936048
Wetzikon Bahnhof Süd,47.3172858,8.7919059
Kreuzplatz,47.3040309,8.8324509
Kreuzplatz,47.3037213,8.8341221
Wildbach,47.3204714,8.7943708
Wildbach,47.3205886,8.7946016
Walfershausen,47.3220921,8.7973098
Emmetschloo,47.3265251,8.8310909
Emmetschloo,47.3265183,8.8337752
Ochsen,47.332753,8.8122137
Ochsen,47.3326808,8.8135493
Eishalle,47.3317015,8.847939
Eishalle,47.3318071,8.8465056
Sunneberg,47.3390654,8.8409977
Frowiesstrasse,47.3383991,8.8440223
Bäretswil Gemeindehaus,47.3364101,8.8570004
Bauma Bahnhof,47.3683517,8.8790421
Bahnhof Wollishofen/Werft,47.34786,8.5343442
Rentenanstalt,47.3631025,8.5352073
Einfangstrasse,47.4154975,8.5133273
Landikon Dorf,47.352733,8.461319
Steg Bahnhof,47.3538558,8.9325243
Ottenbach Zentrum,47.2801638,8.4043431
Wülflingen,47.5150142,8.6830612
Elsau Dorf,47.5046731,8.801992
Stadthaus,47.3970783,8.619338
Stadthaus,47.3969629,8.6198982
Bühlstrasse,47.3320136,8.5795484
Boglerenstrasse,47.3262454,8.582312
Schiedhaldenstrasse,47.3233529,8.5825107
Oberwacht,47.3192839,8.5844841
Obere Heslibachstrasse,47.3169221,8.5855192
Bergstrasse,47.3144903,8.5896225
Himmelistrasse,47.3141581,8.5923103
Hesligenstrasse,47.3157312,8.5929986
Ränkestrasse,47.3145,8.595415
Küsnacht Allmend,47.315841,8.597194
Schübel,47.3220525,8.5898105
Rebweg,47.3265722,8.5980906
Itschnach Dorf,47.3277502,8.6022737
Itschnach Fallacher,47.3290774,8.6061596
Zollikon Bahnhof,47.337592,8.5699132
Höhestrasse,47.3399412,8.5809859
Allmend,47.343274,8.5834645
Schützenstrasse,47.3451977,8.5866918
Rebwiesstrasse,47.3458626,8.5895992
Waldburg,47.3453699,8.593013
Zollikerberg Station,47.345999,8.602154
Langägerten/Spital,47.34702,8.5984533
Gartenstrasse,47.3115168,8.5875154
Haldengut,47.5068017,8.7305761
Haldengut,47.5072302,8.7308945
Bahnhof Tiefenbrunnen,47.3500005,8.5612104
Dufourplatz,47.340035,8.5725559
Schiedhaldenstrasse,47.3229325,8.583457
Uetikon Bahnhof,47.259254,8.6788486
Gemeindehaus,47.2626193,8.6802109
Oergelacher,47.2687506,8.679543
Boldernstrasse,47.2589357,8.6993589
Laubberg,47.3853624,8.8448838
Laubberg,47.3839087,8.8423909
Hasel/Schönau,47.3794344,8.8319565
Hasel/Schönau,47.3802583,8.8324816
Oberhittnau,47.3608506,8.8229341
Nassacker,47.3948478,8.4416421
Brunngasse,47.3964781,8.4480618
Freizeitanlage,47.4777527,8.6992167
Pfaffenwiesen,47.5144151,8.763192
Eishalle,47.4959278,8.7482966
Ohrbühl,47.498307,8.7630127
Museumstrasse/HB,47.5009791,8.724886
Bolrebenweg,47.4811446,8.6993421
Zeughaus,47.494636,8.7334857
Lindenplatz,47.5105569,8.6931597
Aesch Gemeindehaus,47.3383869,8.4389033
Bergacher,47.2509623,8.8557727
Gruebenplatz,47.2519917,8.8541547
Steinstrasse,47.2511828,8.8587743
Chrüzstrasse,47.4539226,8.6348615
Chrüzstrasse,47.4540628,8.6349028
Birchwil,47.4577525,8.6388928
Birchwil,47.4584156,8.6392831
Oberwil,47.4641781,8.6401032
Oberwil,47.4641948,8.6405296
Freienberg,47.4631413,8.5836171
Oberseen,47.4775651,8.7722836
Grüntal,47.4803288,8.7719406
Grüntal,47.4810743,8.7721455
Waser,47.4866225,8.7556715
Waser,47.4862146,8.7564712
St. Urban,47.4876346,8.758619
St. Urban,47.4872665,8.7592388
Post Seen,47.486264,8.7646548
Post Seen,47.4857689,8.7655105
Post Seen,47.4863724,8.7655737
Eishalle,47.4963345,8.7485201
Stocken,47.4831734,8.7714723
Stocken,47.4840018,8.7712045
Pflanzschulstrasse,47.4982293,8.7390868
Pflanzschulstrasse,47.4982289,8.738979
Grüzenstrasse,47.4982091,8.7443402
Grüzenstrasse,47.4982045,8.7445854
Palmstrasse,47.5005805,8.7371237
Palmstrasse,47.5006788,8.7380362
Swica,47.5009588,8.7404487
Swica,47.5010454,8.7411754
Gewerbeschule,47.4975182,8.7335946
Gewerbeschule,47.4983334,8.7339115
Fotozentrum,47.4954102,8.7373281
Fotozentrum,47.4957715,8.7368534
Industriepark,47.5013731,8.7605204
Industriepark,47.50122,8.7619612
Industriepark,47.5015079,8.761857
Else Züblin,47.5023374,8.7637326
Else Züblin,47.5024857,8.7646207
Bahnhof Hegi,47.5019884,8.76988
Loki,47.4961533,8.7140308
Technorama,47.5131742,8.7631181
Schmidgasse,47.499943,8.7267746
Schmidgasse,47.5001139,8.7280208
Obertor,47.500527,8.7328812
Bezirksgebäude,47.5036295,8.7301273
Bezirksgebäude,47.5036963,8.730082
Brücke,47.5004632,8.7446256
Haltenreben,47.5176443,8.6774344
Schloss,47.5109338,8.6973879
Oberwetzikon,47.326773,8.7997462
Schloss,47.3240718,8.798465
Walfershausen,47.3221559,8.7974246
Abzweigung Oberholz,47.2787591,8.9319648
Hittenberg,47.2775128,8.9352355
Pflegezentrum,47.2754422,8.9081012
Ober-Feld,47.2749173,8.9016346
Etzelstrasse,47.2767394,8.9027891
Dieterswil,47.2874266,8.9071004
Binzholz,47.2819524,8.9101629
Farnboden,47.283329,8.9141302
Oberfeld,47.5099034,8.7026799
Blumenau,47.507446,8.7110135
Auwiesen,47.48367,8.7030101
Schwimmbad Töss,47.4850259,8.7073745
Thalegg,47.444173,8.7041546
Thalegg,47.4439679,8.7041033
Langwiesen,47.5134429,8.6859078
Langwiesen,47.513872,8.6850244
Steig,47.475317,8.7012388
Steigmühle,47.476983,8.7030574
Töss,47.4890177,8.7033361
Töss,47.488743,8.7042258
Friedhof,47.513719,8.7217238
Friedhof,47.5135432,8.7218173
Schützenhaus,47.5176579,8.7194701
Bachtelstrasse,47.5090648,8.7233692
Tellstrasse,47.5038866,8.7211086
Letten,47.50354,8.6896036
Letten,47.5036238,8.6894574
Fachschule,47.5014199,8.6930005
Fachschule,47.5009999,8.693382
Bahnhof Wülflingen,47.5065665,8.6810154
Schulhaus Wyden,47.5083419,8.6812204
Schulhaus Wyden,47.5082001,8.6810342
Niederfeld,47.5099155,8.6800832
Niederfeld,47.509776,8.6799165
Klinik Schlosstal,47.5059903,8.6856265
Klinik Schlosstal,47.5060498,8.6857805
Ausserdorf,47.507189,8.6887866
Ausserdorf,47.5073234,8.6891471
Unterdorf,47.5090756,8.689292
Unterdorf,47.5101312,8.6889871
Hardau,47.5109839,8.6814583
Hardau,47.5114894,8.6821489
Freibad Wülflingen,47.5119558,8.6856563
Freibad Wülflingen,47.5122994,8.6849727
Schlossberg,47.4991879,8.695239
Grafenstein,47.497952,8.6976395
Grafenstein,47.497649,8.6985893
Schlossberg,47.4996482,8.6947472
Schöntal,47.4932661,8.7086216
Schöntal,47.4933175,8.7085538
Friedliweg,47.495632,8.7044193
Friedliweg,47.4957387,8.7041829
Nägelsee,47.4967522,8.7014418
Nägelsee,47.4965551,8.7021194
Rebwiesen,47.4943623,8.7071877
Rebwiesen,47.4947542,8.7066424
Brühleck,47.4979519,8.7169587
Sulzer,47.4983355,8.7192991
Sulzer,47.4983707,8.719564
Stadtrain,47.5018796,8.7479886
Stadtrain,47.5019528,8.748255
Talacker,47.5030921,8.7514566
Talacker,47.5035566,8.752452
Hohlandweg,47.5046335,8.7547526
Hohlandweg,47.5046608,8.7548067
Bahnhof Oberwinterthur,47.5072381,8.7591643
Bahnhof Oberwinterthur,47.5076694,8.7599607
Schiltwiesen,47.5098179,8.7599628
Schiltwiesen,47.5108791,8.7601317
Widen,47.3698156,8.8675947
Sternen/WSL,47.360094,8.456101
Höchweg,47.2708755,8.4806716
Höchweg,47.2705536,8.4811736
Tössallmend,47.5202991,8.6574736
Tössallmend,47.5200165,8.6575004
Breite Sternen,47.4608603,8.6598941
Grünenwaldstrasse,47.4619677,8.6612785
Grünenwaldstrasse,47.4618767,8.6612382
Winterthurerstrasse,47.4615083,8.6609765
Riet (Neftenbach),47.5364106,8.6866179
Aesch (Neftenbach),47.5417679,8.6812363
Aesch (Neftenbach),47.5419608,8.6812016
Ziegeleiweg,47.4796055,8.697486
Freizeitanlage,47.4778297,8.6990753
Finken-Rain,47.4819717,8.6964846
Steigmühle,47.4774213,8.7023924
Neunbrunnen,47.4164116,8.538161
Neunbrunnen,47.4167136,8.538307
Maillartstrasse,47.4161682,8.5320223
Stierenried,47.4166088,8.5350307
Maillartstrasse,47.4162177,8.5317911
Stierenried,47.4165996,8.5356394
Geeren,47.4083039,8.6841035
Schwerzenbach Bahnhof,47.3842326,8.6592048
Zum Wilden Mann,47.4535607,8.5795061
Zum Wilden Mann,47.4534502,8.5807955
Kirchgasse,47.4527888,8.5847959
Messe/Hallenstadion,47.4106724,8.5520512
Wolfbühl,47.1843987,8.6519655
Hauptbahnhof,47.4999287,8.7240481
Hauptbahnhof,47.5004599,8.7244707
Hauptbahnhof,47.4993501,8.7238878
Hauptbahnhof,47.4989894,8.7237012
Waldheim,47.491159,8.7342018
Jonas Furrer,47.4907099,8.721693
Nussbaumweg,47.4901753,8.7286467
Irchelstrasse,47.4903773,8.7193715
Waldheim,47.4912186,8.7344412
Breite,47.4903099,8.725843
Breite,47.4903014,8.7260281
Nussbaumweg,47.4901643,8.7288856
Turmstrasse,47.4896056,8.7312248
Technikum,47.497826,8.7294983
Zeughaus,47.4941495,8.7338744
Turmstrasse,47.489593,8.7310402
Tössfeld,47.4915197,8.7144464
Oberwinterthur,47.5212483,8.7580543
Oberwinterthur,47.5204439,8.7580907
Obstgartenweg,47.5190827,8.7578248
Zinzikon,47.5172189,8.7574625
Zinzikon,47.5163073,8.7573556
Obstgartenweg,47.5184639,8.7577014
Guggenbühl,47.5139315,8.7576618
Guggenbühl,47.5138867,8.757668
Berg,47.450738,8.6512118
Berg,47.451253,8.651526
Deutweg,47.4942031,8.7406789
Deutweg,47.4935572,8.7419338
Musikschule,47.5058354,8.736129
Musikschule,47.5063959,8.7340145
Ringwil,47.3147336,8.8553127
Langmatt,47.3075244,8.8705778
Stadthaus,47.5004116,8.7306033
Tobel,47.2537389,8.7801698
Plattenhof,47.2533888,8.7744739
Hombrechtikon Post,47.2524778,8.7701264
Hombrechtikon Post,47.2522155,8.769664
Tobel,47.253817,8.7809713
Tobel,47.2539871,8.7795446
Plattenhof,47.2534211,8.7767668
Seen,47.4875291,8.7663739
Waldegg,47.4910926,8.746838
Zentrum Seen,47.4843967,8.7630349
Zentrum Seen,47.4850126,8.7638352
Endliker,47.4881793,8.7525906
Endliker,47.4878753,8.7531789
Gutschick,47.4895706,8.7498364
Depot,47.4930366,8.742969
Hinterwiesli,47.5054081,8.7171499
Hinterdorf Seen,47.4846856,8.7592785
Schulhaus Seen,47.4832952,8.7616468
Waldegg,47.4901184,8.7487546
Depot,47.492627,8.7437762
Museumstrasse/HB,47.5011776,8.7250466
Uitikon Dorf,47.3704322,8.4545175
Oberohringen Friedenstrasse,47.5276313,8.7122907
Unterohringen Wisental,47.5350922,8.7096331
Oberohringen Friedenstrasse,47.5273909,8.7126862
Brunngasse,47.5073641,8.7256651
Etzberg,47.491663,8.7594034
Scheidegg,47.4945296,8.7511006
Loorstrasse,47.5114867,8.7215315
Spital,47.5056761,8.7282915
Bettenplatz,47.5142381,8.7190194
Strahlegg,47.4932496,8.75521
Spital,47.5052287,8.7287888
Loorstrasse,47.5113315,8.721591
Strahlegg,47.4934301,8.7546269
Brunngasse,47.5074689,8.725524
Eishalle,47.4970487,8.7468733
Etzberg,47.4915016,8.759316
Scheidegg,47.4949239,8.750142
Engelwiese,47.2815187,8.4049945
Gemeindeplatz,47.28731,8.432259
Hundsruggen,47.3035705,8.7895064
Rosenau,47.486663,8.7084791
Bolrebenweg,47.4811256,8.6992543
Rudolf Diesel,47.4964434,8.7520548
Grüze-Märkte,47.4943603,8.7571393
Rosenau,47.487009,8.7085365
Rudolf Diesel,47.4964162,8.7510591
Grüze-Märkte,47.4942002,8.7577011
Holderbaum,47.3657586,8.8844434
Bauma,47.3688189,8.878214
Hittnau Industrie,47.368203,8.8213623
Gotzenwil,47.4732337,8.777138
Gotzenwil,47.4732384,8.7767411
Klösterli Iberg,47.4661283,8.7793582
Ziegelhütte,47.4732455,8.7696646
Ziegelhütte,47.4732732,8.769884
Schützenbühl,47.4788299,8.765746
Hinterdorf,47.2834695,8.4026543
Oberes Büel,47.5079489,8.7512214
Bäumliweg,47.5021312,8.744764
Hammerweg,47.5054495,8.748374
Kantonsschule,47.5052734,8.7381771
Im Geissacker,47.5103235,8.7548528
Bäumliweg,47.5021474,8.7447041
Ohrbühl,47.4982472,8.7626849
Schützenstrasse,47.3448612,8.5858175
Rebwiesstrasse,47.345679,8.5883522
Allmend,47.3427026,8.58273
Werft,47.4450155,8.5716434
Zentrum Leue,47.2533512,8.6955912
Zürich Flughafen,47.4499089,8.5635044
Zürich Flughafen,47.4495269,8.5636388
Zürich Flughafen,47.449586,8.5636067
Zürich Flughafen,47.4496506,8.5635863
Zürich Flughafen,47.4497152,8.5635658
Kaserne Ost,47.4574513,8.580229
Hohrainli,47.4596911,8.5816447
Kaserne Ost,47.4573996,8.5802035
Hohrainli,47.4604714,8.5818154
Werft,47.4454014,8.5703912
Zürich Flughafen,47.450489,8.5634912
Zürich Flughafen,47.4505535,8.5635038
Augwil,47.4774067,8.5917821
Embraport,47.5177569,8.5938249
Aubrücke,47.5269747,8.578577
Lufingen Unterdorf,47.4903725,8.5955099
Embraport,47.5186942,8.5940568
Illingerweg,47.515677,8.5896702
Embrach-Rorbas Bahnhof,47.5204099,8.5868067
Augwil,47.4766638,8.5921199
Zürcherstrasse,47.5003331,8.5945509
Dreispitz,47.5099184,8.5938377
Ostring,47.4321554,8.4711607
Ostring,47.4320433,8.4709649
Niederurdorf,47.390281,8.4185541
Rümlang Bahnhof,47.4540136,8.53264
Militär-/Langstrasse,47.3793556,8.5275361
Militär-/Langstrasse,47.3799558,8.5278671
Hegibachplatz,47.3616855,8.5607737
Höfliweg,47.3675332,8.5109115
Höfliweg,47.3677007,8.5110298
Birchdörfli,47.4078849,8.5304004
Limmatplatz,47.3844704,8.5313142
Egghof,47.510259,8.8945585
Rotfluhstrasse,47.3433769,8.5770256
Werft,47.444022,8.5708683
"Männedorf, Glärnischstrasse",47.2534394,8.7022202
Aubrücke,47.4100673,8.5722893
Aubrücke,47.4108248,8.5718273
Aubrücke,47.4104641,8.5727508
Schindlet,47.3773189,8.8954995
Schindlet,47.3774506,8.8959097
Mode Center TMC,47.423368,8.5588122
Sihlcity Nord,47.3605054,8.5228098
Friedhof Sihlfeld,47.3760375,8.5109647
Botanischer Garten,47.3597854,8.5574887
Sihlcity Nord,47.3602127,8.5235276
Jugendherberge,47.3478998,8.5281037
Jugendherberge,47.3482164,8.5276766
Manesseplatz,47.3656234,8.5217473
Hügelstrasse,47.3584511,8.5260301
Friedhof Sihlfeld,47.3757624,8.5109309
Höschgasse,47.3578797,8.5548233
Höschgasse,47.3579478,8.5550611
Hügelstrasse,47.3587092,8.5269725
Manesseplatz,47.3654595,8.5215837
Besenrainstrasse,47.3457185,8.5278964
Jugendherberge,47.3469637,8.5284091
Brunau/Mutschellenstrasse,47.3552044,8.5268755
Waldburg,47.3452934,8.5934471
Langägerten/Spital,47.3465443,8.597669
Töss,47.4883633,8.7025935
Töss,47.4888504,8.7028542
Auwiesen,47.4839017,8.7035562
Bergstrasse,47.3144559,8.589657
Himmelistrasse,47.3136271,8.5921783
Hesligenstrasse,47.3154216,8.5938406
Obere Heslibachstrasse,47.3168449,8.5855977
Oberwacht,47.3196175,8.584479
Farbhof,47.3913401,8.4785093
Seilbahn Rigiblick,47.3856591,8.5484621
Chapf,47.393273,8.6794324
Bahnhof Altstetten,47.3908713,8.4889047
Bahnhof Altstetten,47.3911676,8.4879525
Moosstrasse,47.3025539,8.5451129
Park im Grüene,47.3002147,8.5503994
Rudishaldenstrasse,47.2932499,8.559222
Aegertli,47.2959367,8.5595849
Schulhaus Kopfholz,47.3091638,8.5337995
Eggrain,47.3046697,8.5441267
Loorain,47.3073511,8.5420356
Thalwil Zentrum,47.2952169,8.5641768
Thalwil Post,47.296843,8.5626055
Kapelle Rikon,47.4329399,8.6890877
Grafstal Oberdorf,47.4435472,8.6979886
Milchhütte,47.5269543,8.4382612
Milchhütte,47.5268874,8.4385833
Moosstrasse,47.3339857,8.4745435
Fronwald,47.4219064,8.5098605
Fronwald,47.4220833,8.5097535
Bahnhof Affoltern,47.4208607,8.507388
Waldegg Post,47.3683224,8.4620172
Uitikon Waldegg Bahnhof,47.3663295,8.465252
Birmensdorferstrasse,47.368433,8.4636924
Dorflinde,47.407442,8.5489261
Bahnhof Leimbach,47.3335513,8.5189265
Bahnhof Leimbach,47.3330952,8.5184572
Wiesendangen Bahnhof,47.525651,8.775285
Heidenchilen,47.345357,8.4669768
Landikon Dorf,47.3528325,8.4608786
Heidenchilen,47.3456615,8.4666389
Gamlikon,47.3114298,8.4933141
Aumüli,47.3031413,8.4857942
Aumüli,47.3021711,8.4859157
Birmensdorf Bahnhof,47.3569908,8.4384659
Birmensdorf Bahnhof,47.35692,8.4389349
Friedhof,47.2826211,8.446543
Hinterdorf,47.284284,8.4020627
Affoltern a.A. Bahnhof,47.2755198,8.4463969
Affoltern a.A. Bahnhof,47.275837,8.4466026
Affoltern a.A. Bahnhof,47.2758577,8.4467601
Grund,47.3320867,8.4742225
Moosstrasse,47.3345114,8.4746864
Halde,47.3689606,8.4597713
Roracher,47.3720802,8.4514447
Halde,47.369091,8.4592862
Rickenbach Dorf,47.5513276,8.7943312
Rickenbach Dorf,47.5518843,8.7959681
Spital Limmattal,47.3929779,8.4309897
Langwisen,47.4089478,8.4480282
Feldegg,47.392108,8.4280979
Feldstrasse,47.4032983,8.4479137
Talacker-Windegg,47.405774,8.4478017
Sennenbüel Nord,47.4134333,8.4493292
Langacher,47.4122993,8.4527579
Schlieren Bahnhof,47.3996221,8.448539
Heimeliweg,47.394522,8.437154
Sennenbüel,47.4133026,8.4487471
Spitzacker,47.3843273,8.4217163
Rautistrasse,47.3835478,8.4835533
Salzweg,47.3879871,8.471285
Farbhof,47.390359,8.4791002
Hohfuri,47.5268427,8.5443394
Schuemacher,47.5288278,8.5443054
Witenwisen,47.5203048,8.5464273
Stubenchlaus,47.5229224,8.5520881
Berglistrasse,47.5237541,8.5459631
Moritz-Meyer-Weg,47.5149523,8.5438665
Rümlang Oberdorf,47.4519665,8.530329
Letten,47.4383181,8.5349379
Strassenverkehrsamt,47.4398009,8.4613003
Feldblumenstrasse,47.4359163,8.4645321
Moosächer,47.4400889,8.4568562
Altersheim,47.4345699,8.4672598
Alter Bahnhof,47.5634893,8.4253523
Mühle,47.4501244,8.5919358
Oberweningen Dorf,47.4999216,8.4094658
Schöfflisdorf Gemeindehaus,47.4997025,8.4158499
Riedmattstrasse,47.461544,8.5268793
Rafz Bahnhof,47.6043167,8.5440141
Rümlang Gemeindehaus,47.450018,8.5299258
Tiefengasse,47.5146208,8.5329003
Breitenmatt,47.6065639,8.5050134
Stadthalle,47.515369,8.5368452
Soligänter,47.5283856,8.5418729
Soliboden,47.5266138,8.539017
Bülach Bahnhof Ost,47.5242385,8.5378631
Kreuzstrasse,47.5194231,8.541388
Bramenstrasse,47.5046313,8.5413113
Kaffeestrasse,47.5117092,8.5363098
Unterbuch,47.5503798,8.6185849
Gewerbehaus,47.5184852,8.5389126
Volken Post,47.5740541,8.6245371
Flaach Oberdorf,47.5753346,8.6156753
Flaach Wesenplatz,47.5754337,8.6090004
Psychiatrische Uniklinik,47.63591,8.606654
Rheinau Unterstadt,47.6447278,8.6052238
Hallenbad,47.6378523,8.6011198
Galgenbuck,47.6371516,8.6188202
Neerach Gemeindehaus,47.5108745,8.4714437
Dielsdorf Bahnhof Ost,47.4827277,8.460544
Weiach Gemeindehaus,47.5565897,8.4373025
"Weiach, Steinbruch",47.551139,8.445953
Bäuler,47.4358638,8.5582125
Hirslen,47.5227104,8.5250336
Hinterbirch,47.5220339,8.5293119
"Windlach, Lengg",47.5431264,8.4636839
Winkel Oberdorf,47.4911318,8.5555384
Schmiede,47.5009213,8.545009
Fuhrstrasse,47.5094688,8.5151195
Sonnenhof,47.5206676,8.5397927
Bülach Spital,47.5208008,8.5336895
Niederflachs,47.5155841,8.5311827
"Bülach, Waag",47.518148,8.537938
Steinmaur Gemeindehaus,47.4941097,8.4493002
Obersteinmaur,47.4988574,8.4548866
Steinmaur Bahnhof,47.489834,8.4479913
Rietli,47.4448937,8.6356266
Bassersdorf Gemeindehaus,47.443595,8.6291214
Laubisser,47.4474768,8.4776861
Zweidlergraben,47.5646814,8.4776197
Dällikon Industrie,47.4443105,8.4388163
Buchs Industrie,47.4500627,8.4382342
Althard,47.4380611,8.4703491
Bezirksgebäude,47.4818995,8.4525854
Hirsmühle,47.4822483,8.4443257
Spitalstrasse,47.4813212,8.4506686
Wil Dorf,47.6047949,8.5079958
Lirenhof,47.6069451,8.4994769
"Hüntwangen, Fabrikstrasse",47.5955704,8.4915177
Wasterkingen Gemeindehaus,47.5899251,8.4694974
Oberhöri,47.5039985,8.5004253
Zweidlen Bahnhof,47.5705867,8.4685412
Schulplatz,47.64279,8.600565
Eichhölzli,47.5545965,8.5085261
"Glattfelden, Emmerstrasse",47.5574273,8.5020642
Viehmarkt,47.576256,8.5227188
"Bülach, Nippel",47.518429,8.531969
Berufswahlschule,47.5183767,8.5320717
Alte Post,47.5052309,8.5459295
Hüntwangen Dorf,47.5949434,8.4924871
Winkel Zentrum,47.4925862,8.5523267
Bülach Kantonsschule,47.5173237,8.5470641
Bühlhof,47.4832428,8.5607831
Zentrum Kohlfirst,47.6899823,8.6434489
Aarüti,47.5606238,8.485833
Einkaufszentrum Süd,47.5091634,8.5394006
"Eglisau, Heimat",47.578504,8.523369
Kaiserhof,47.5723716,8.5274027
Eglisau Altersheim,47.5755583,8.5277678
Schlafapfelbaum,47.5793534,8.519711
Grampenweg,47.5167602,8.5393328
Raat,47.5454753,8.457886
Rafz Post,47.6109362,8.5393599
Sporthalle Ruebisbach,47.461959,8.5772005
Mettmenriet,47.5122578,8.5435352
Kaserne,47.5132127,8.5260711
Kirschgarten,47.2860099,8.800061
Herschmettlen,47.2842,8.8011359
Hellberg,47.2937498,8.8047587
Hasenacher,47.3002078,8.7916869
Brüschweid,47.2980988,8.7965687
Bönler,47.3060081,8.7904968
Laufenbach,47.2612978,8.8640071
Gubel,47.2597879,8.8605353
Platte,47.2768547,8.815175
Fischenthal Bahnhof,47.3337894,8.9226868
Gibswil Bahnhof,47.3138754,8.9154152
Moos,47.3032716,8.7695066
Rietlirain,47.2345847,8.7460623
Bandwies,47.2579971,8.8494192
Steinacher,47.2532368,8.8567437
Moosstrasse,47.2558659,8.8561986
Ferrach,47.2555945,8.8579382
Löwen,47.258778,8.8515535
Weier,47.2534753,8.867156
Laupen Schulhaus,47.2653782,8.9293306
Seefeldstrasse,47.2527338,8.8435339
Uerikon Bahnhof,47.235959,8.7527668
Moritzberg,47.2387353,8.7513303
Neugut,47.2583294,8.8073376
Gsteig,47.2398551,8.7587657
Holflüe,47.2491387,8.7684242
Jonamarkt,47.2590458,8.8496537
Hinwil Friedhof,47.3007105,8.8494545
Wihalde,47.2641669,8.8149328
Dörfli,47.2511136,8.7641693
Niderfeld,47.2494457,8.7593893
Wisental,47.2490663,8.7547165
Oberwolfhausen,47.2577473,8.796495
Mürtschenstrasse,47.2648171,8.9299334
Ettenhausen,47.3223289,8.8245376
Rehazentrum,47.2764152,8.9427992
Hauptstrasse,47.2655441,8.925492
"Hinwil, Alpenblick",47.305604,8.844484
Hüebli,47.2546253,8.7962281
Bubikon Dorf,47.2686289,8.8186892
Bad Kämmoos,47.2608534,8.8297775
Grüt,47.2431942,8.7630601
Sulzbach,47.3281076,8.745314
Wolfhausen Zentrum,47.2576059,8.8022276
Sportplatz,47.2503212,8.8417159
Laubisrüti,47.2386772,8.7473787
Unterwiesstrasse,47.2560103,8.8460147
Krone,47.2514003,8.7660016
Girenbad,47.3095156,8.8719481
Wernetshausen Dorf,47.2992058,8.866746
Ritterhaus,47.2351427,8.7570416
Letten,47.2969676,8.8614119
"Gossau ZH, Rigistrasse",47.3114139,8.7589266
Wetzikon Spital,47.322294,8.8018657
Pflegezentrum,47.3204566,8.7968313
Buchgrindel,47.3287619,8.7896516
Sonnenfeld,47.3268637,8.8051131
"Gossau ZH, Oberstufe/Altrüti",47.299696,8.7681501
Eichberg,47.2492637,8.7727889
Eichtal,47.2495128,8.7779703
Garstlig,47.2456663,8.7791921
Feldbach Bahnhof,47.2389809,8.7831124
Schwabach,47.2755418,8.6254003
Schulhaus Feld,47.2764957,8.6229516
Grundhofstrasse,47.2861056,8.6175592
Freudacherstrasse,47.2955268,8.6131079
Forchstrasse,47.2871312,8.6212537
Bergstrasse,47.2943427,8.6141679
Aryanastrasse,47.2884581,8.6185771
Alterssiedlung,47.2870705,8.6150431
Herrliberg Schulhaus,47.2885067,8.6133516
Sportplatz,47.2928117,8.611747
Pfarrgasse,47.2872949,8.6087911
